2014-07-24 15:08:27 [main:0] - [DEBUG] Created connection 536150103.
2014-07-24 15:08:27 [main:15] - [DEBUG] {conn-100000} Connection
2014-07-24 15:08:27 [main:17] - [DEBUG] {conn-100000} Preparing Statement:   SELECT JO.TK_HIN ,JO.SYUYO_SU ,JO.ZAIKO_SU ,JO.LOC_ZAIKO_SU  ,JO.HIKI_ZAIKO_SU  ,JO.SEBAN ,JO.LST_NOU_YMD,JO.LST_HAN_YMD  ,(NVL(NOU.SUM_SIJI_SU,0) - NVL(NOU.SUM_HIKI_SU,0)) AS FUSOKU_SU  ,M01.KANRI_KOJO ,M01.S_KYOTEN ,M01.SEIZO_BA ,M01.LOCATION  ,M01.HAKO_SYU ,M01.TK_UKE ,M01.TK_SEBAN  ,NVL(RI.SIJI_SU,0) AS HAN_SU  FROM TB_ZAIKO_JO JO  ,TB_HINBAN_MA M01  ,(SELECT TK_HIN,SYUYO_SU,SUM(SIJI_SU) AS SUM_SIJI_SU ,SUM(HIKI_SU) AS  SUM_HIKI_SU  FROM TB_NOUHIN_JO GROUP BY TK_HIN ,SYUYO_SU  ) NOU ,(SELECT TK_HIN ,SYUYO_SU ,SUM(SIJI_SU) AS SIJI_SU  FROM TB_HANNYU_RI  GROUP BY TK_HIN ,SYUYO_SU  ) RI  WHERE   JO.TK_HIN = M01.TK_HIN  AND JO.SYUYO_SU = M01.SYUYO_SU  AND JO.TK_HIN = NOU.TK_HIN(+)  AND JO.SYUYO_SU = NOU.SYUYO_SU(+)  AND JO.TK_HIN = RI.TK_HIN(+)  AND JO.SYUYO_SU = RI.SYUYO_SU(+)  ORDER BY JO.TK_HIN ,JO.SYUYO_SU   
2014-07-24 15:08:27 [main:149] - [DEBUG] {pstm-100001} Executing Statement:   SELECT JO.TK_HIN ,JO.SYUYO_SU ,JO.ZAIKO_SU ,JO.LOC_ZAIKO_SU  ,JO.HIKI_ZAIKO_SU  ,JO.SEBAN ,JO.LST_NOU_YMD,JO.LST_HAN_YMD  ,(NVL(NOU.SUM_SIJI_SU,0) - NVL(NOU.SUM_HIKI_SU,0)) AS FUSOKU_SU  ,M01.KANRI_KOJO ,M01.S_KYOTEN ,M01.SEIZO_BA ,M01.LOCATION  ,M01.HAKO_SYU ,M01.TK_UKE ,M01.TK_SEBAN  ,NVL(RI.SIJI_SU,0) AS HAN_SU  FROM TB_ZAIKO_JO JO  ,TB_HINBAN_MA M01  ,(SELECT TK_HIN,SYUYO_SU,SUM(SIJI_SU) AS SUM_SIJI_SU ,SUM(HIKI_SU) AS  SUM_HIKI_SU  FROM TB_NOUHIN_JO GROUP BY TK_HIN ,SYUYO_SU  ) NOU ,(SELECT TK_HIN ,SYUYO_SU ,SUM(SIJI_SU) AS SIJI_SU  FROM TB_HANNYU_RI  GROUP BY TK_HIN ,SYUYO_SU  ) RI  WHERE   JO.TK_HIN = M01.TK_HIN  AND JO.SYUYO_SU = M01.SYUYO_SU  AND JO.TK_HIN = NOU.TK_HIN(+)  AND JO.SYUYO_SU = NOU.SYUYO_SU(+)  AND JO.TK_HIN = RI.TK_HIN(+)  AND JO.SYUYO_SU = RI.SYUYO_SU(+)  ORDER BY JO.TK_HIN ,JO.SYUYO_SU   
2014-07-24 15:08:27 [main:150] - [DEBUG] {pstm-100001} Parameters: []
2014-07-24 15:08:27 [main:150] - [DEBUG] {pstm-100001} Types: []
2014-07-24 15:08:28 [main:683] - [DEBUG] {rset-100002} ResultSet
2014-07-24 15:08:28 [main:703] - [DEBUG] {rset-100002} Header: [TK_UKE, TK_SEBAN, TK_HIN, SYUYO_SU, ZAIKO_SU, LOC_ZAIKO_SU, HIKI_ZAIKO_SU, FUSOKU_SU, KANRI_KOJO, S_KYOTEN, SEIZO_BA, SEBAN, HAN_SU, LOCATION, LST_NOU_YMD, LST_HAN_YMD]
2014-07-24 15:08:28 [main:1007] - [DEBUG] {rset-100002} Result: [W2   , 0500, 6955660050               , 40, 0, 0, 0, 0, 2592, 0301,     ,           , 0, W2-0500  , 20070329, 20070323]
2014-07-24 15:08:28 [main:1007] - [DEBUG] {rset-100002} Result: [XC   , 0823, 7169360110A0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0823      , 0, XC-0823  , 20130820, 20130808]
2014-07-24 15:08:28 [main:1007] - [DEBUG] {rset-100002} Result: [XC   , 0921, 7169360110A2             , 30, 420, 360, 240, 0, 2592, 0030,     , 0921      , 3300, XC-0921  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1008] - [DEBUG] {rset-100002} Result: [XC   , 0824, 7169360110B0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0824      , 0, XC-0824  , 20130718, 20130417]
2014-07-24 15:08:28 [main:1008] - [DEBUG] {rset-100002} Result: [XC   , 0825, 7169360110C0             , 30, 930, 810, 510, 0, 2592, 0030,     , 0825      , 6960, XC-0825  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1008] - [DEBUG] {rset-100002} Result: [XC   , 0889, 7169360110E1             , 30, 300, 270, 180, 0, 2592, 0030,     , 0889      , 1590, XC-0889  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1012] - [DEBUG] {rset-100002} Result: [XC   , 0826, 7169360120A0             , 20, 0, 0, 0, 0, 2592, 0030,     , 0826      , 0, XC-0826  , 20130821, 20130807]
2014-07-24 15:08:28 [main:1013] - [DEBUG] {rset-100002} Result: [XC   , 0923, 7169360120A2             , 20, 380, 320, 220, 0, 2592, 0030,     , 0923      , 3280, XC-0923  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1013] - [DEBUG] {rset-100002} Result: [XC   , 0827, 7169360120B0             , 20, 0, 0, 0, 0, 2592, 0030,     , 0827      , 0, XC-0827  , 20130719, 20130510]
2014-07-24 15:08:28 [main:1013] - [DEBUG] {rset-100002} Result: [XC   , 0828, 7169360120C0             , 20, 900, 780, 480, 0, 2592, 0030,     , 0828      , 6940, XC-0828  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1014] - [DEBUG] {rset-100002} Result: [XC   , 0890, 7169360120E1             , 20, 220, 180, 120, 0, 2592, 0030,     , 0890      , 1560, XC-0890  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1014] - [DEBUG] {rset-100002} Result: [XC   , 0829, 7169360130A0             , 17, 0, 0, 0, 0, 2592, 0030,     , 0829      , 0, XC-0829  , 20130822, 20130808]
2014-07-24 15:08:28 [main:1014] - [DEBUG] {rset-100002} Result: [XC   , 0925, 7169360130A2             , 17, 374, 323, 238, 0, 2592, 0030,     , 0925      , 3298, XC-0925  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1015] - [DEBUG] {rset-100002} Result: [XC   , 0830, 7169360130B0             , 17, 0, 0, 0, 0, 2592, 0030,     , 0830      , 0, XC-0830  , 20130723, 20130521]
2014-07-24 15:08:28 [main:1015] - [DEBUG] {rset-100002} Result: [XC   , 0831, 7169360130C0             , 17, 884, 765, 459, 0, 2592, 0030,     , 0831      , 6936, XC-0831  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1015] - [DEBUG] {rset-100002} Result: [XC   , 0891, 7169360130E1             , 17, 238, 204, 136, 0, 2592, 0030,     , 0891      , 1564, XC-0891  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1019] - [DEBUG] {rset-100002} Result: [XC   , 0832, 7169360140A0             , 36, 0, 0, 0, 0, 2592, 0030,     , 0832      , 0, XC-0832  , 20130819, 20130808]
2014-07-24 15:08:28 [main:1020] - [DEBUG] {rset-100002} Result: [XC   , 0927, 7169360140A2             , 36, 396, 324, 216, 0, 2592, 0030,     , 0927      , 3312, XC-0927  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1020] - [DEBUG] {rset-100002} Result: [XC   , 0833, 7169360140B0             , 36, 0, 0, 0, 0, 2592, 0030,     , 0833      , 0, XC-0833  , 20130508, 20130521]
2014-07-24 15:08:28 [main:1020] - [DEBUG] {rset-100002} Result: [XC   , 0834, 7169360140C0             , 36, 936, 792, 504, 0, 2592, 0030,     , 0834      , 6984, XC-0834  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1020] - [DEBUG] {rset-100002} Result: [XC   , 0892, 7169360140E1             , 36, 252, 216, 180, 0, 2592, 0030,     , 0892      , 1584, XC-0892  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1021] - [DEBUG] {rset-100002} Result: [XC   , 0835, 7169460020A0             , 17, 0, 0, 0, 0, 2592, 0030,     , 0835      , 0, XC-0835  , 20130821, 20130808]
2014-07-24 15:08:28 [main:1021] - [DEBUG] {rset-100002} Result: [XC   , 0929, 7169460020A2             , 17, 391, 340, 255, 0, 2592, 0030,     , 0929      , 3298, XC-0929  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1021] - [DEBUG] {rset-100002} Result: [XC   , 0836, 7169460020B0             , 17, 0, 0, 0, 0, 2592, 0030,     , 0836      , 0, XC-0836  , 20130725, 20130521]
2014-07-24 15:08:28 [main:1022] - [DEBUG] {rset-100002} Result: [XC   , 0837, 7169460020C0             , 17, 884, 765, 459, 0, 2592, 0030,     , 0837      , 6936, XC-0837  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1022] - [DEBUG] {rset-100002} Result: [XC   , 0893, 7169460020E1             , 17, 238, 204, 136, 0, 2592, 0030,     , 0893      , 1564, XC-0893  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1027] - [DEBUG] {rset-100002} Result: [XC   , 0838, 7169460030A0             , 36, 0, 0, 0, 0, 2592, 0030,     , 0838      , 0, XC-0838  , 20130820, 20130806]
2014-07-24 15:08:28 [main:1028] - [DEBUG] {rset-100002} Result: [XC   , 0931, 7169460030A2             , 36, 432, 360, 252, 0, 2592, 0030,     , 0931      , 3312, XC-0931  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1028] - [DEBUG] {rset-100002} Result: [XC   , 0839, 7169460030B0             , 36, 0, 0, 0, 0, 2592, 0030,     , 0839      , 0, XC-0839  , 20130423, 20130521]
2014-07-24 15:08:28 [main:1029] - [DEBUG] {rset-100002} Result: [XC   , 0840, 7169460030C0             , 36, 936, 792, 504, 0, 2592, 0030,     , 0840      , 6984, XC-0840  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1029] - [DEBUG] {rset-100002} Result: [XC   , 0894, 7169460030E1             , 36, 288, 252, 180, 0, 2592, 0030,     , 0894      , 1584, XC-0894  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1030] - [DEBUG] {rset-100002} Result: [XC   , 0841, 7169460040A0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0841      , 0, XC-0841  , 20130821, 20130808]
2014-07-24 15:08:28 [main:1030] - [DEBUG] {rset-100002} Result: [XC   , 0933, 7169460040A2             , 30, 390, 330, 210, 0, 2592, 0030,     , 0933      , 3270, XC-0933  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1031] - [DEBUG] {rset-100002} Result: [XC   , 0842, 7169460040B0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0842      , 0, XC-0842  , 20130509, 20130417]
2014-07-24 15:08:28 [main:1031] - [DEBUG] {rset-100002} Result: [XC   , 0843, 7169460040C0             , 30, 930, 810, 510, 0, 2592, 0030,     , 0843      , 6960, XC-0843  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1032] - [DEBUG] {rset-100002} Result: [XC   , 0895, 7169460040E1             , 30, 270, 240, 150, 0, 2592, 0030,     , 0895      , 1590, XC-0895  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1036] - [DEBUG] {rset-100002} Result: [XC   , 0844, 7169460050A0             , 20, 0, 0, 0, 0, 2592, 0030,     , 0844      , 0, XC-0844  , 20130821, 20130809]
2014-07-24 15:08:28 [main:1037] - [DEBUG] {rset-100002} Result: [XC   , 0935, 7169460050A2             , 20, 380, 320, 240, 0, 2592, 0030,     , 0935      , 3280, XC-0935  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1037] - [DEBUG] {rset-100002} Result: [XC   , 0845, 7169460050B0             , 20, 0, 0, 0, 0, 2592, 0030,     , 0845      , 0, XC-0845  , 20130718, 20130510]
2014-07-24 15:08:28 [main:1038] - [DEBUG] {rset-100002} Result: [XC   , 0846, 7169460050C0             , 20, 900, 780, 480, 0, 2592, 0030,     , 0846      , 6920, XC-0846  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1038] - [DEBUG] {rset-100002} Result: [XC   , 0896, 7169460050E1             , 20, 220, 180, 120, 0, 2592, 0030,     , 0896      , 1560, XC-0896  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1038] - [DEBUG] {rset-100002} Result: [XC   , 0847, 7183360210A0             , 21, 0, 0, 0, 0, 2592, 0030,     , 0847      , 0, XC-0847  , 20130822, 20130808]
2014-07-24 15:08:28 [main:1041] - [DEBUG] {rset-100002} Result: [XC   , 0897, 7183360210A1             , 21, 210, 189, 147, 0, 2592, 0030,     , 0897      , 1008, XC-0897  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1041] - [DEBUG] {rset-100002} Result: [XC   , 0937, 7183360210A3             , 21, 399, 336, 252, 0, 2592, 0030,     , 0937      , 3318, XC-0937  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1041] - [DEBUG] {rset-100002} Result: [XC   , 0848, 7183360210B0             , 21, 0, 0, 0, 0, 2592, 0030,     , 0848      , 0, XC-0848  , 20130719, 20130523]
2014-07-24 15:08:28 [main:1042] - [DEBUG] {rset-100002} Result: [XC   , 0849, 7183360210C0             , 21, 882, 756, 483, 0, 2592, 0030,     , 0849      , 6930, XC-0849  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1047] - [DEBUG] {rset-100002} Result: [XC   , 0898, 7183360210E2             , 21, 105, 84, 63, 0, 2592, 0030,     , 0898      , 504, XC-0898  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1048] - [DEBUG] {rset-100002} Result: [XC   , 0850, 7183360220A0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0850      , 0, XC-0850  , 20130821, 20130809]
2014-07-24 15:08:28 [main:1048] - [DEBUG] {rset-100002} Result: [XC   , 0899, 7183360220A1             , 12, 168, 144, 96, 0, 2592, 0030,     , 0899      , 972, XC-0899  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1049] - [DEBUG] {rset-100002} Result: [XC   , 0939, 7183360220A3             , 12, 420, 372, 276, 0, 2592, 0030,     , 0939      , 3300, XC-0939  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1049] - [DEBUG] {rset-100002} Result: [XC   , 0851, 7183360220B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0851      , 0, XC-0851  , 20130806, 20130725]
2014-07-24 15:08:28 [main:1050] - [DEBUG] {rset-100002} Result: [XC   , 0852, 7183360220C0             , 12, 888, 768, 468, 0, 2592, 0030,     , 0852      , 6936, XC-0852  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1050] - [DEBUG] {rset-100002} Result: [XC   , 0900, 7183360220E2             , 12, 132, 120, 96, 0, 2592, 0030,     , 0900      , 564, XC-0900  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1050] - [DEBUG] {rset-100002} Result: [XC   , 0853, 7183460220A0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0853      , 0, XC-0853  , 20130821, 20130809]
2014-07-24 15:08:28 [main:1051] - [DEBUG] {rset-100002} Result: [XC   , 0901, 7183460220A1             , 12, 156, 132, 96, 0, 2592, 0030,     , 0901      , 972, XC-0901  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1051] - [DEBUG] {rset-100002} Result: [XC   , 0941, 7183460220A3             , 12, 408, 360, 264, 0, 2592, 0030,     , 0941      , 3300, XC-0941  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1061] - [DEBUG] {rset-100002} Result: [XC   , 0854, 7183460220B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0854      , 0, XC-0854  , 20130806, 20130725]
2014-07-24 15:08:28 [main:1062] - [DEBUG] {rset-100002} Result: [XC   , 0855, 7183460220C0             , 12, 876, 756, 456, 0, 2592, 0030,     , 0855      , 6936, XC-0855  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1062] - [DEBUG] {rset-100002} Result: [XC   , 0902, 7183460220E2             , 12, 132, 120, 96, 0, 2592, 0030,     , 0902      , 564, XC-0902  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1062] - [DEBUG] {rset-100002} Result: [XC   , 0856, 7183460230A0             , 21, 0, 0, 0, 0, 2592, 0030,     , 0856      , 0, XC-0856  , 20130822, 20130808]
2014-07-24 15:08:28 [main:1062] - [DEBUG] {rset-100002} Result: [XC   , 0903, 7183460230A1             , 21, 231, 210, 168, 0, 2592, 0030,     , 0903      , 1008, XC-0903  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1063] - [DEBUG] {rset-100002} Result: [XC   , 0943, 7183460230A3             , 21, 420, 357, 273, 0, 2592, 0030,     , 0943      , 3318, XC-0943  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1063] - [DEBUG] {rset-100002} Result: [XC   , 0857, 7183460230B0             , 21, 0, 0, 0, 0, 2592, 0030,     , 0857      , 0, XC-0857  , 20130724, 20130523]
2014-07-24 15:08:28 [main:1063] - [DEBUG] {rset-100002} Result: [XC   , 0858, 7183460230C0             , 21, 882, 756, 462, 0, 2592, 0030,     , 0858      , 6930, XC-0858  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1063] - [DEBUG] {rset-100002} Result: [XC   , 0904, 7183460230E2             , 21, 126, 105, 84, 0, 2592, 0030,     , 0904      , 504, XC-0904  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1064] - [DEBUG] {rset-100002} Result: [XC   , 0859, 7184360120A0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0859      , 0, XC-0859  , 20130820, 20130807]
2014-07-24 15:08:28 [main:1068] - [DEBUG] {rset-100002} Result: [XC   , 0905, 7184360120A1             , 30, 180, 150, 120, 0, 2592, 0030,     , 0905      , 990, XC-0905  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1068] - [DEBUG] {rset-100002} Result: [XC   , 0945, 7184360120A3             , 30, 420, 360, 240, 0, 2592, 0030,     , 0945      , 3330, XC-0945  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1069] - [DEBUG] {rset-100002} Result: [XC   , 0860, 7184360120B0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0860      , 0, XC-0860  , 20130718, 20130424]
2014-07-24 15:08:28 [main:1069] - [DEBUG] {rset-100002} Result: [XC   , 0861, 7184360120C0             , 30, 900, 780, 510, 0, 2592, 0030,     , 0861      , 6960, XC-0861  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1069] - [DEBUG] {rset-100002} Result: [XC   , 0906, 7184360120E2             , 30, 180, 150, 120, 0, 2592, 0030,     , 0906      , 570, XC-0906  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1070] - [DEBUG] {rset-100002} Result: [XC   , 0862, 7184360130A0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0862      , 0, XC-0862  , 20130821, 20130809]
2014-07-24 15:08:28 [main:1070] - [DEBUG] {rset-100002} Result: [XC   , 0907, 7184360130A1             , 12, 156, 132, 96, 0, 2592, 0030,     , 0907      , 1020, XC-0907  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1070] - [DEBUG] {rset-100002} Result: [XC   , 0947, 7184360130A3             , 12, 408, 360, 276, 0, 2592, 0030,     , 0947      , 3324, XC-0947  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1071] - [DEBUG] {rset-100002} Result: [XC   , 0863, 7184360130B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0863      , 0, XC-0863  , 20130802, 20130509]
2014-07-24 15:08:28 [main:1071] - [DEBUG] {rset-100002} Result: [XC   , 0864, 7184360130C0             , 12, 912, 792, 492, 0, 2592, 0030,     , 0864      , 6972, XC-0864  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1078] - [DEBUG] {rset-100002} Result: [XC   , 0908, 7184360130E2             , 12, 132, 120, 96, 0, 2592, 0030,     , 0908      , 516, XC-0908  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1078] - [DEBUG] {rset-100002} Result: [XC   , 0865, 7184460110A0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0865      , 0, XC-0865  , 20130822, 20130809]
2014-07-24 15:08:28 [main:1079] - [DEBUG] {rset-100002} Result: [XC   , 0909, 7184460110A1             , 12, 156, 132, 96, 0, 2592, 0030,     , 0909      , 1020, XC-0909  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1079] - [DEBUG] {rset-100002} Result: [XC   , 0949, 7184460110A3             , 12, 396, 348, 264, 0, 2592, 0030,     , 0949      , 3324, XC-0949  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1079] - [DEBUG] {rset-100002} Result: [XC   , 0866, 7184460110B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0866      , 0, XC-0866  , 20130806, 20130509]
2014-07-24 15:08:28 [main:1079] - [DEBUG] {rset-100002} Result: [XC   , 0867, 7184460110C0             , 12, 912, 792, 492, 0, 2592, 0030,     , 0867      , 6972, XC-0867  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1080] - [DEBUG] {rset-100002} Result: [XC   , 0910, 7184460110E2             , 12, 132, 120, 96, 0, 2592, 0030,     , 0910      , 516, XC-0910  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1080] - [DEBUG] {rset-100002} Result: [XC   , 0868, 7184460120A0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0868      , 0, XC-0868  , 20130820, 20130807]
2014-07-24 15:08:28 [main:1080] - [DEBUG] {rset-100002} Result: [XC   , 0911, 7184460120A1             , 30, 180, 150, 90, 0, 2592, 0030,     , 0911      , 990, XC-0911  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1081] - [DEBUG] {rset-100002} Result: [XC   , 0951, 7184460120A3             , 30, 420, 360, 270, 0, 2592, 0030,     , 0951      , 3330, XC-0951  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1089] - [DEBUG] {rset-100002} Result: [XC   , 0869, 7184460120B0             , 30, 0, 0, 0, 0, 2592, 0030,     , 0869      , 0, XC-0869  , 20130509, 20130424]
2014-07-24 15:08:28 [main:1090] - [DEBUG] {rset-100002} Result: [XC   , 0870, 7184460120C0             , 30, 900, 780, 480, 0, 2592, 0030,     , 0870      , 6960, XC-0870  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1090] - [DEBUG] {rset-100002} Result: [XC   , 0912, 7184460120E2             , 30, 180, 150, 120, 0, 2592, 0030,     , 0912      , 570, XC-0912  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1090] - [DEBUG] {rset-100002} Result: [C5   , 0232, 7422130140               , 576, 2304, 2304, 1728, 0, 2592, A810,     , MC232     , 3456, C5-0232  , 20140522, 20140522]
2014-07-24 15:08:28 [main:1090] - [DEBUG] {rset-100002} Result: [C5   , 0233, 7422230110               , 576, 2304, 2304, 1728, 0, 2592, A810,     , MC233     , 3456, C5-0233  , 20140522, 20140522]
2014-07-24 15:08:28 [main:1091] - [DEBUG] {rset-100002} Result: [C5   , 0234, 7426130090               , 576, 2304, 2304, 1728, 0, 2592, A810,     , MC234     , 3456, C5-0234  , 20140522, 20140522]
2014-07-24 15:08:28 [main:1091] - [DEBUG] {rset-100002} Result: [C5   , 0235, 7426230090               , 576, 2304, 2304, 1728, 0, 2592, A810,     , MC235     , 3456, C5-0235  , 20140522, 20140522]
2014-07-24 15:08:28 [main:1091] - [DEBUG] {rset-100002} Result: [XC   , 0871, 7631160020A0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0871      , 0, XC-0871  , 20130822, 20130808]
2014-07-24 15:08:28 [main:1091] - [DEBUG] {rset-100002} Result: [XC   , 0913, 7631160020A1             , 12, 192, 168, 120, 0, 2592, 0030,     , 0913      , 1056, XC-0913  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1092] - [DEBUG] {rset-100002} Result: [XC   , 0953, 7631160020A3             , 12, 396, 348, 252, 0, 2592, 0030,     , 0953      , 3276, XC-0953  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1095] - [DEBUG] {rset-100002} Result: [XC   , 0872, 7631160020B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0872      , 0, XC-0872  , 20130808, 20130426]
2014-07-24 15:08:28 [main:1096] - [DEBUG] {rset-100002} Result: [XC   , 0873, 7631160020C0             , 12, 840, 732, 468, 0, 2592, 0030,     , 0873      , 6168, XC-0873  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1096] - [DEBUG] {rset-100002} Result: [XC   , 0874, 7631160020E1             , 12, 216, 192, 156, 0, 2592, 0030,     , 0874      , 840, XC-0874  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1096] - [DEBUG] {rset-100002} Result: [XC   , 0914, 7631160020E2             , 12, 108, 96, 72, 0, 2592, 0030,     , 0914      , 528, XC-0914  , 20140523, 20140522]
2014-07-24 15:08:28 [main:1096] - [DEBUG] {rset-100002} Result: [XC   , 0875, 7631160030A0             , 12, 0, 0, 0, 0, 9564, 0030,     , 0875      , 0, XC-0875  , 20130822, 20130809]
2014-07-24 15:08:28 [main:1097] - [DEBUG] {rset-100002} Result: [XC   , 0915, 7631160030A1             , 12, 300, 252, 180, 0, 2592, 0030,     , 0915      , 2040, XC-0915  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1097] - [DEBUG] {rset-100002} Result: [XC   , 0954, 7631160030A3             , 12, 768, 672, 480, 0, 2592, 0030,     , 0954      , 6552, XC-0954  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1097] - [DEBUG] {rset-100002} Result: [XC   , 0876, 7631160030B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0876      , 0, XC-0876  , 20130808, 20130726]
2014-07-24 15:08:28 [main:1097] - [DEBUG] {rset-100002} Result: [XC   , 0877, 7631160030C0             , 12, 1644, 1428, 876, 0, 2592, 0030,     , 0877      , 12240, XC-0877  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1098] - [DEBUG] {rset-100002} Result: [XC   , 0916, 7631160030E1             , 12, 156, 132, 84, 0, 2592, 0030,     , 0916      , 1068, XC-0916  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1107] - [DEBUG] {rset-100002} Result: [XC   , 0878, 7631160030E2             , 12, 240, 204, 144, 0, 2592, 0030,     , 0878      , 1608, XC-0878  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1108] - [DEBUG] {rset-100002} Result: [XC   , 0879, 7631260020A0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0879      , 0, XC-0879  , 20130822, 20130808]
2014-07-24 15:08:28 [main:1108] - [DEBUG] {rset-100002} Result: [XC   , 0917, 7631260020A1             , 12, 180, 156, 108, 0, 2592, 0030,     , 0917      , 1056, XC-0917  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1108] - [DEBUG] {rset-100002} Result: [XC   , 0955, 7631260020A3             , 12, 384, 336, 240, 0, 2592, 0030,     , 0955      , 3276, XC-0955  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1108] - [DEBUG] {rset-100002} Result: [XC   , 0880, 7631260020B0             , 12, 0, 0, 0, 0, 2592, 0030,     , 0880      , 0, XC-0880  , 20130808, 20130426]
2014-07-24 15:08:28 [main:1108] - [DEBUG] {rset-100002} Result: [XC   , 0881, 7631260020C0             , 12, 840, 732, 456, 0, 2592, 0030,     , 0881      , 6168, XC-0881  , 20140523, 20140523]
2014-07-24 15:08:28 [main:1109] - [DEBUG] {rset-100002} Result: [XC   , 0882, 7631260020E1             , 12, 204, 180, 144, 0, 2592, 0030,     , 0882      , 840, XC-0882  , 20140523, 20140523]
